P31946	ENSG00000166913.13
Q7Z713	ENSG00000186352.9
Q53RE8	ENSG00000213337.9
Q6AI12	ENSG00000154945.7
Q8N9B4	ENSG00000137494.14
Q8N8A2	ENSG00000065413.20
Q5TZF3	ENSG00000183831.7
Q86W74	ENSG00000186106.11
Q8WVL7	ENSG00000168876.9
Q9ULJ7	ENSG00000151458.12
Q8NB46	ENSG00000139645.11
Q8N9V6	ENSG00000144031.12
Q6NXT1	ENSG00000100124.15
Q3KP44	ENSG00000164512.18
Q9BZ19	ENSG00000124227.6
A6NGH8	ENSG00000157999.6
A6NC57	ENSG00000181626.12
C9JTQ0	ENSG00000230778.2
E5RJM6	ENSG00000235098.9
B4E2M5	ENSG00000230062.7
Q9H9E1	ENSG00000164331.10
Q92625	ENSG00000064999.16
Q7Z6G8	ENSG00000185046.21
Q8N8V4	ENSG00000175311.7
Q8N8V4	ENSG00000284290.2
P01008	ENSG00000117601.15
Q9H6X2	ENSG00000169604.21
P58335	ENSG00000163297.18
A6NF34	ENSG00000274209.7
Q9UJ72	ENSG00000109511.12
P50995	ENSG00000122359.18
P27216	ENSG00000104537.17
P04083	ENSG00000135046.15
P07355	ENSG00000182718.18
P12429	ENSG00000138772.13
P09525	ENSG00000196975.16
P08758	ENSG00000164111.15
P08133	ENSG00000197043.15
P20073	ENSG00000138279.16
P13928	ENSG00000265190.7
O76027	ENSG00000143412.10
P28039	ENSG00000136250.13
P19801	ENSG00000002726.21
O75106	ENSG00000131480.9
Q16853	ENSG00000131471.7
P21397	ENSG00000189221.11
P27338	ENSG00000069535.14
Q06278	ENSG00000138356.14
O60641	ENSG00000065609.15
Q63HQ0	ENSG00000138660.12
Q10567	ENSG00000100280.17
O43747	ENSG00000166747.13
O75843	ENSG00000213983.12
Q9BXS5	ENSG00000072958.9
Q9Y6Q5	ENSG00000129354.12
P61966	ENSG00000106367.15
P56377	ENSG00000182287.15
Q96PC3	ENSG00000152056.18
O95782	ENSG00000196961.13
O94973	ENSG00000183020.15
P05549	ENSG00000137203.15
P63010	ENSG00000006125.18
Q92481	ENSG00000008196.13
Q92754	ENSG00000087510.7
Q7Z6R9	ENSG00000008197.5
Q6VUC0	ENSG00000116819.9
Q96CW1	ENSG00000161203.14
P53680	ENSG00000042753.12
O00203	ENSG00000132842.16
Q13367	ENSG00000103723.17
O14617	ENSG00000065000.20
Q9Y2T2	ENSG00000185009.13
P53677	ENSG00000070718.13
Q92572	ENSG00000177879.17
P59780	ENSG00000157823.17
Q96N21	ENSG00000167302.11
P50583	ENSG00000164978.19
Q9Y6B7	ENSG00000134262.15
Q9UPM8	ENSG00000081014.11
O00189	ENSG00000221838.12
Q9Y587	ENSG00000100478.17
Q2VPB7	ENSG00000254470.3
Q9H0R1	ENSG00000053770.12
Q9NUS5	ENSG00000125843.12
O43299	ENSG00000242802.9
O14727	ENSG00000120868.15
Q02410	ENSG00000107282.9
Q99767	ENSG00000034053.15
Q99767	ENSG00000276495.4
O96018	ENSG00000011132.12
O00213	ENSG00000166313.20
Q92870	ENSG00000163697.18
O95704	ENSG00000113108.20
Q92624	ENSG00000062725.10
Q9UM13	ENSG00000164162.14
Q9NYG5	ENSG00000141552.18
Q9BS18	ENSG00000129055.13
P60006	ENSG00000110200.9
Q96DE5	ENSG00000166295.9
Q9H1A4	ENSG00000153107.13
Q9UJX5	ENSG00000053900.11
Q9UJX4	ENSG00000089053.13
Q9UJX3	ENSG00000196510.14
Q8J025	ENSG00000154856.13
Q8NCL9	ENSG00000198768.11
O95996	ENSG00000115266.12
P25054	ENSG00000134982.19
Q9ULZ1	ENSG00000171388.12
P27695	ENSG00000100823.12
P27695	ENSG00000291796.1
Q9UBZ4	ENSG00000169188.5
Q96BI3	ENSG00000117362.13
Q8WW43	ENSG00000138613.14
Q9BZZ5	ENSG00000166181.13
P35414	ENSG00000134817.12
Q96LR9	ENSG00000178878.13
Q8IW19	ENSG00000169621.11
P51693	ENSG00000105290.14
Q06481	ENSG00000084234.18
Q9HDC9	ENSG00000101474.12
P02647	ENSG00000118137.10
P02652	ENSG00000158874.12
P06727	ENSG00000110244.7
Q6Q788	ENSG00000110243.12
P08519	ENSG00000198670.13
Q0VD83	ENSG00000184730.12
P04114	ENSG00000084674.15
P02654	ENSG00000130208.10
P02655	ENSG00000234906.11
P02656	ENSG00000110245.12
P55056	ENSG00000267467.4
P05090	ENSG00000189058.9
P02649	ENSG00000130203.10
Q13790	ENSG00000175336.10
P02749	ENSG00000091583.11
O14791	ENSG00000100342.22
Q9BQE5	ENSG00000128335.14
O95236	ENSG00000128284.21
Q9BPW4	ENSG00000100336.18
Q9BWW9	ENSG00000128313.2
Q9BWW8	ENSG00000221963.6
O95445	ENSG00000204444.11
O95445	ENSG00000206409.8
O95445	ENSG00000224290.7
O95445	ENSG00000226215.6
O95445	ENSG00000235754.7
O95445	ENSG00000227567.7
O95445	ENSG00000231974.6
Q53RT3	ENSG00000244617.3
Q13794	ENSG00000141682.12
Q7Z2E3	ENSG00000137074.20
P07741	ENSG00000198931.11
Q8IXF9	ENSG00000184945.15
A6NM10	ENSG00000185176.13
Q96PS8	ENSG00000143595.13
Q8NBQ7	ENSG00000178301.4
P29972	ENSG00000240583.14
P41181	ENSG00000167580.8
Q92482	ENSG00000165272.16
P55087	ENSG00000171885.18
P55064	ENSG00000161798.7
Q13520	ENSG00000086159.14
A0A075B734	ENSG00000259916.2
O14520	ENSG00000165269.13
O94778	ENSG00000103375.11
O43315	ENSG00000103569.11
O60306	ENSG00000021776.11
Q5H913	ENSG00000174225.15
Q3SXY8	ENSG00000169379.17
Q9Y2Y0	ENSG00000102931.8
Q15041	ENSG00000170540.16
Q66PJ3	ENSG00000182196.14
Q8N6S5	ENSG00000177917.12
P10398	ENSG00000078061.14
Q6UW56	ENSG00000138085.18
Q96P48	ENSG00000186635.16
Q8WZ64	ENSG00000047365.13
Q8WWN8	ENSG00000120318.16
Q8WUF8	ENSG00000113391.19
P25098	ENSG00000173020.11
P35626	ENSG00000100077.16
Q92747	ENSG00000241685.10
O15143	ENSG00000130429.16
Q8IWT0	ENSG00000176261.16
Q7LC44	ENSG00000198576.4
P15514	ENSG00000109321.11
O15033	ENSG00000119682.18
P84077	ENSG00000143761.17
P61204	ENSG00000134287.10
P18085	ENSG00000168374.11
P84085	ENSG00000004059.11
P62330	ENSG00000165527.8
Q8N6T3	ENSG00000101199.13
Q8N6H7	ENSG00000149182.15
Q9NP61	ENSG00000242247.11
P53367	ENSG00000164144.16
P53365	ENSG00000132254.13
Q13795	ENSG00000101246.20
Q8N726	ENSG00000147889.18
Q8N1W1	ENSG00000214944.10
A8MVX0	ENSG00000214694.13
A5YM69	ENSG00000213214.6
Q8N4T4	ENSG00000137135.18
Q9HCE6	ENSG00000074964.17
A6NJG6	ENSG00000186103.5
P05089	ENSG00000118520.16
P78540	ENSG00000081181.8
Q9NWB6	ENSG00000134884.15
A1IGU5	ENSG00000183111.12
Q9NXL2	ENSG00000236699.9
Q8TER5	ENSG00000165801.10
Q92888	ENSG00000076928.20
Q92974	ENSG00000116584.22
Q9NR81	ENSG00000163947.12
Q9NR80	ENSG00000136002.21
Q12774	ENSG00000050327.15
Q15052	ENSG00000129675.16
Q14155	ENSG00000102606.20
Q7Z628	ENSG00000173848.19
O43307	ENSG00000131089.17
O15013	ENSG00000104728.16
O15013	ENSG00000274726.4
O15085	ENSG00000132694.20
Q9NZN5	ENSG00000196914.9
O94989	ENSG00000198844.12
Q5VV41	ENSG00000130762.15
Q96PE2	ENSG00000110237.5
Q6ZSZ5	ENSG00000104880.19
Q8IW93	ENSG00000142632.17
Q8IW93	ENSG00000291381.1
Q86VW2	ENSG00000240771.8
Q96DR7	ENSG00000114790.13
Q96DR7	ENSG00000277101.4
Q8NDY3	ENSG00000153531.15
Q5SW96	ENSG00000157978.13
O14497	ENSG00000117713.21
Q8NFD5	ENSG00000049618.25
Q9Y4X5	ENSG00000166233.15
O95376	ENSG00000177479.20
Q99856	ENSG00000116017.11
Q8IVW6	ENSG00000179361.18
A6NKF2	ENSG00000205143.5
P29374	ENSG00000032219.19
Q4LE39	ENSG00000054267.22
Q03989	ENSG00000196843.18
Q14865	ENSG00000150347.17
Q68CP9	ENSG00000189079.18
Q9Y4B4	ENSG00000164080.14
Q6ZSG1	ENSG00000141622.14
Q96B23	ENSG00000152242.11
O43488	ENSG00000053371.14
O95154	ENSG00000162482.5
Q8N8L6	ENSG00000175414.7
Q969Q4	ENSG00000152213.4
Q8N4G2	ENSG00000179674.4
Q9NXU5	ENSG00000185305.12
Q8IVW1	ENSG00000185829.19
Q8IVW1	ENSG00000228696.12
Q8IVW1	ENSG00000275748.4
Q8IVW1	ENSG00000276276.4
P40616	ENSG00000120805.14
P36404	ENSG00000213465.8
P36405	ENSG00000138175.9
P40617	ENSG00000122644.13
P56559	ENSG00000188042.8
P49703	ENSG00000175906.5
Q9Y689	ENSG00000162980.17
Q96KC2	ENSG00000165997.5
A6NH57	ENSG00000141748.13
Q9H0F7	ENSG00000113966.11
Q96BM9	ENSG00000143862.8
Q9NVJ2	ENSG00000134108.14
Q6T311	ENSG00000196503.5
P04424	ENSG00000126522.17
Q8N2F6	ENSG00000170632.14
Q5T9G4	ENSG00000157343.9
Q9NVT9	ENSG00000104442.10
Q8NEN0	ENSG00000118690.13
Q5W041	ENSG00000165309.14
Q96C12	ENSG00000140691.18
Q6NXE6	ENSG00000105676.14
Q9H6L4	ENSG00000125449.7
Q8IUR7	ENSG00000114098.18
Q7Z3E5	ENSG00000135931.19
Q6PIY5	ENSG00000198520.12
H3BNL8	ENSG00000260286.4
Q5T2E6	ENSG00000120029.13
Q86TY3	ENSG00000139971.15
P0C7Q2	ENSG00000254636.1
Q9H993	ENSG00000146476.11
Q9P291	ENSG00000126947.13
Q7L311	ENSG00000184867.14
Q9UH62	ENSG00000102401.20
Q5H9R4	ENSG00000196440.12
Q6P1M9	ENSG00000125962.16
Q7L4S7	ENSG00000198960.11
Q9HBZ2	ENSG00000172379.22
P27540	ENSG00000143437.21
Q86WX3	ENSG00000187051.9
Q9NZ32	ENSG00000131966.14
P56211	ENSG00000128989.11
Q9UBL0	ENSG00000172995.17
P61160	ENSG00000138071.15
Q9P1U1	ENSG00000133627.18
Q9C0K3	ENSG00000106526.12
P61158	ENSG00000115091.12
Q9BPX5	ENSG00000136950.13
Q9H9F9	ENSG00000101442.10
Q9GZN1	ENSG00000075089.10
Q9H981	ENSG00000113812.14
O15144	ENSG00000163466.16
O15145	ENSG00000111229.16
P59998	ENSG00000241553.13
O15511	ENSG00000162704.16
Q7Z6K5	ENSG00000242498.8
P49407	ENSG00000137486.17
P32121	ENSG00000141480.18
P36575	ENSG00000120500.19
Q8N5I2	ENSG00000197070.14
Q8TBH0	ENSG00000105643.11
Q96B67	ENSG00000113369.9
Q8NCT1	ENSG00000140450.9
P10523	ENSG00000130561.17
P10523	ENSG00000281857.3
P15289	ENSG00000100299.18
P15848	ENSG00000113273.17
P51689	ENSG00000006756.16
P54793	ENSG00000062096.15
Q96EG1	ENSG00000141337.13
Q5FYA8	ENSG00000205667.3
Q5FYB1	ENSG00000183876.9
Q5FYB0	ENSG00000180801.14
Q6UWY0	ENSG00000164291.17
P51690	ENSG00000157399.17
Q5T4W7	ENSG00000117407.17
Q9H2C2	ENSG00000173409.14
O00192	ENSG00000099889.14
Q96QS3	ENSG00000004848.8
P18440	ENSG00000171428.15
P11245	ENSG00000156006.5
Q9HBK9	ENSG00000214435.9
P0C7U1	ENSG00000204147.11
Q13510	ENSG00000104763.20
Q9NR71	ENSG00000188611.17
Q9ULH1	ENSG00000153317.15
O43150	ENSG00000151693.11
Q8TDY4	ENSG00000088280.21
Q8TDY4	ENSG00000282854.3
Q8WXI3	ENSG00000146926.11
Q8WXH4	ENSG00000165192.14
Q8WXK4	ENSG00000198881.10
Q8WXK3	ENSG00000196372.13
A6NK59	ENSG00000239388.10
Q8WXK1	ENSG00000146809.14
Q96NS5	ENSG00000161664.7
Q8WXJ9	ENSG00000154007.7
Q6ZVZ8	ENSG00000182177.15
Q9Y576	ENSG00000065802.12
Q96Q27	ENSG00000100628.12
Q96Q27	ENSG00000278693.3
Q9Y575	ENSG00000115239.24
Q9Y574	ENSG00000005981.13
Q8WWX0	ENSG00000164122.9
Q9NWX5	ENSG00000148331.12
Q9H672	ENSG00000183475.13
Q9H765	ENSG00000177981.11
Q96DX5	ENSG00000102048.16
Q8N9N2	ENSG00000138303.19
Q9H1I8	ENSG00000100325.15
Q8N3C0	ENSG00000112249.14
P50553	ENSG00000139352.4
Q99929	ENSG00000183734.5
Q9NQ33	ENSG00000176009.4
Q6XD76	ENSG00000187855.6
Q9ULZ3	ENSG00000103490.14
Q9Y294	ENSG00000111875.8
Q9NVP2	ENSG00000105011.9
Q9NVP2	ENSG00000288210.1
Q7L266	ENSG00000162174.12
P07306	ENSG00000141505.12
P07307	ENSG00000161944.17
Q9NR48	ENSG00000116539.14
Q9UBL3	ENSG00000129691.16
Q9BVC5	ENSG00000135974.11
P78348	ENSG00000110881.12
Q16515	ENSG00000108684.15
Q9UHC3	ENSG00000213199.8
Q96FT7	ENSG00000072182.14
Q9NY37	ENSG00000256394.3
P42127	ENSG00000101440.10
Q92484	ENSG00000172594.13
Q92485	ENSG00000130768.15
O95671	ENSG00000169093.16
O95671	ENSG00000292339.1
P46597	ENSG00000196433.13
P46597	ENSG00000292336.1
P17405	ENSG00000166311.10
Q9NWL6	ENSG00000138381.10
P08243	ENSG00000070669.17
Q9BZE9	ENSG00000169696.16
A6ND91	ENSG00000204653.10
P20933	ENSG00000038002.9
Q5U4P2	ENSG00000174939.11
Q6ICH7	ENSG00000128203.7
Q12797	ENSG00000198363.18
Q8IZT6	ENSG00000066279.19
Q9BXN1	ENSG00000106819.13
Q96KQ4	ENSG00000088808.18
Q13625	ENSG00000143514.18
P26436	ENSG00000134940.14
P00966	ENSG00000130707.18
Q2TB18	ENSG00000034533.12
Q9Y284	ENSG00000105583.11
Q6HA08	ENSG00000188886.4
O14525	ENSG00000152092.16
O75129	ENSG00000148219.18
Q96CP6	ENSG00000089351.15
Q3KR37	ENSG00000023171.20
Q8IYS0	ENSG00000178075.20
L0R819	ENSG00000286053.2
Q8IXJ9	ENSG00000171456.22
Q76L83	ENSG00000143970.18
Q9C0F0	ENSG00000141431.14
Q8WWH4	ENSG00000154438.8
O60312	ENSG00000206190.13
O94823	ENSG00000118322.14
Q9P241	ENSG00000145246.14
P98196	ENSG00000068650.19
Q9Y2G3	ENSG00000058063.17
Q8NB49	ENSG00000101974.15
P54707	ENSG00000075673.12
Q9HD20	ENSG00000105726.17
Q9NQ11	ENSG00000159363.19
Q9H7F0	ENSG00000133657.17
Q4VNC1	ENSG00000127249.15
Q4VNC0	ENSG00000187527.12
P05023	ENSG00000163399.16
P50993	ENSG00000018625.15
P13637	ENSG00000105409.19
Q13733	ENSG00000132681.17
P05026	ENSG00000143153.14
P14415	ENSG00000129244.9
P54709	ENSG00000069849.11
Q9UN42	ENSG00000101892.12
O14983	ENSG00000196296.14
P16615	ENSG00000174437.18
Q93084	ENSG00000074370.19
P20020	ENSG00000070961.17
Q01814	ENSG00000157087.20
Q16720	ENSG00000067842.19
P23634	ENSG00000058668.16
P98194	ENSG00000017260.20
O75185	ENSG00000064270.13
Q8TBG4	ENSG00000164089.9
Q8IUZ5	ENSG00000175309.15
P24539	ENSG00000116459.11
P05496	ENSG00000159199.14
Q06055	ENSG00000135390.21
P48201	ENSG00000154518.10
Q7Z4Y8	ENSG00000249222.1
Q9ULK2	ENSG00000146776.15
Q5T6C5	ENSG00000162650.17
Q14CW9	ENSG00000087152.16
Q9Y2Q0	ENSG00000124406.17
Q9NTI2	ENSG00000132932.19
O43520	ENSG00000081923.15
P98198	ENSG00000143515.20
O60423	ENSG00000130270.16
Q8TF62	ENSG00000104043.15
Q8NBU5	ENSG00000138138.14
Q6PL18	ENSG00000156802.13
Q96QE3	ENSG00000176208.9
Q5SQI0	ENSG00000137343.18
Q5SQI0	ENSG00000206488.10
Q5SQI0	ENSG00000234549.8
Q5SQI0	ENSG00000235658.8
Q5SQI0	ENSG00000231257.8
Q5SQI0	ENSG00000223752.8
Q5SQI0	ENSG00000229061.8
Q86WG3	ENSG00000167654.18
Q9ULI0	ENSG00000119778.15
Q9NVI7	ENSG00000197785.14
Q5T9A4	ENSG00000160072.20
Q5T2N8	ENSG00000215915.10
O95260	ENSG00000107669.19
P18846	ENSG00000123268.9
P15336	ENSG00000115966.18
P18847	ENSG00000162772.18
P18848	ENSG00000128272.19
Q9Y2D1	ENSG00000169136.13
P18850	ENSG00000118217.7
Q99941	ENSG00000168468.12
Q99941	ENSG00000213676.13
Q99941	ENSG00000228628.8
Q99941	ENSG00000234539.9
P17544	ENSG00000170653.19
Q9H0Y0	ENSG00000152348.16
O94817	ENSG00000145782.13
O75143	ENSG00000175224.17
Q2TAZ0	ENSG00000110046.14
Q96BY7	ENSG00000066739.12
Q9NT62	ENSG00000144848.11
Q8WYN0	ENSG00000101844.18
Q9Y4P1	ENSG00000168397.17
Q96DT6	ENSG00000125703.15
Q86TL0	ENSG00000130734.10
Q9H1Y0	ENSG00000057663.16
O95352	ENSG00000197548.13
Q7Z3C6	ENSG00000198925.12
Q674R7	ENSG00000181652.20
Q9BSB4	ENSG00000123395.15
Q9UII2	ENSG00000130770.18
Q9UII2	ENSG00000285390.2
Q8N6G6	ENSG00000178031.18
Q86TH1	ENSG00000197859.11
P82987	ENSG00000156218.13
P82987	ENSG00000291606.1
Q6UY14	ENSG00000143382.16
Q8WXF7	ENSG00000198513.15
Q8NHH9	ENSG00000119787.14
Q6DD88	ENSG00000184743.13
O43313	ENSG00000166454.10
O43313	ENSG00000291953.1
Q13315	ENSG00000149311.22
P54259	ENSG00000111676.15
P54710	ENSG00000137731.14
Q92858	ENSG00000172238.6
Q8N100	ENSG00000179774.9
Q96SQ7	ENSG00000168874.14
Q32MH5	ENSG00000047346.13
Q7L5A3	ENSG00000005238.20
O00244	ENSG00000177556.12
Q9Y6H3	ENSG00000166896.9
Q9Y6H3	ENSG00000262145.5
P20648	ENSG00000105675.9
P51164	ENSG00000186009.5
P56381	ENSG00000124172.10
O75947	ENSG00000167863.12
P56385	ENSG00000169020.10
P18859	ENSG00000154723.13
O75964	ENSG00000167283.9
Q99766	ENSG00000125375.18
P56378	ENSG00000156411.10
P00846	ENSG00000198899.2
Q04656	ENSG00000165240.22
P35670	ENSG00000123191.18
P03928	ENSG00000228253.1
O75110	ENSG00000054793.14
O43861	ENSG00000166377.21
P25705	ENSG00000152234.16
P06576	ENSG00000110955.9
P30049	ENSG00000099624.8
Q5TC12	ENSG00000123472.13
Q8N5M1	ENSG00000171953.16
P36542	ENSG00000165629.20
P56134	ENSG00000241468.8
Q96IX5	ENSG00000173915.16
P48047	ENSG00000241837.7
Q6RW13	ENSG00000177674.16
Q8WXE1	ENSG00000164053.22
Q5VV63	ENSG00000107518.18
O75882	ENSG00000088812.18
P46100	ENSG00000085224.23
Q13535	ENSG00000175054.16
Q9H324	ENSG00000142303.14
P58397	ENSG00000151388.11
Q76LX8	ENSG00000160323.19
Q76LX8	ENSG00000281244.2
Q8WXS8	ENSG00000138316.11
Q8TE58	ENSG00000166106.4
Q8TE57	ENSG00000145536.15
Q8TE56	ENSG00000140470.15
Q8TE60	ENSG00000140873.16
Q9UHI8	ENSG00000154734.16
P59510	ENSG00000173157.18
O95450	ENSG00000087116.17
O15072	ENSG00000156140.11
O75173	ENSG00000158859.10
Q9UNA0	ENSG00000154736.6
Q9UKP5	ENSG00000049192.15
Q9UKP4	ENSG00000136378.15
Q9UP79	ENSG00000134917.10
Q9P2N4	ENSG00000163638.13
P17735	ENSG00000198650.11
Q9UBB4	ENSG00000130638.18
P0C7T5	ENSG00000224470.9
P54253	ENSG00000124788.19
Q8WWM7	ENSG00000168488.19
Q99700	ENSG00000204842.18
Q9H3M9	ENSG00000123594.7
P54252	ENSG00000066427.25
O15265	ENSG00000163635.20
Q9H1Z8	ENSG00000119147.10
Q13825	ENSG00000148090.12
Q9H7T9	ENSG00000127423.11
Q9Y679	ENSG00000115307.17
O14965	ENSG00000087586.18
Q96GD4	ENSG00000178999.13
Q9UQB9	ENSG00000105146.14
Q8WXX7	ENSG00000158321.19
O75061	ENSG00000116675.16
Q9NQS1	ENSG00000169857.9
O75366	ENSG00000135407.11
Q8NBF6	ENSG00000105778.20
Q5T686	ENSG00000119986.7
P27037	ENSG00000121989.15
Q13705	ENSG00000114739.14
Q58HT5	ENSG00000204195.4
Q6E213	ENSG00000147160.9
Q3ZCQ2	ENSG00000177721.5
Q5VT79	ENSG00000264230.9
Q5T1B0	ENSG00000162779.22
O15169	ENSG00000103126.15
Q9Y2T1	ENSG00000168646.14
Q9H6S1	ENSG00000163512.14
O14977	ENSG00000155096.15
Q96A70	ENSG00000142920.18
Q07817	ENSG00000171552.14
Q92843	ENSG00000129473.11
Q92843	ENSG00000258643.6
Q9HD36	ENSG00000137875.4
O43521	ENSG00000153094.26
Q9HB09	ENSG00000126453.11
Q9BXK5	ENSG00000099968.18
Q9BZR8	ENSG00000121380.12
Q9BZR8	ENSG00000281449.2
Q5TBC7	ENSG00000188761.13
Q16548	ENSG00000140379.9
P61769	ENSG00000166710.23
P61769	ENSG00000273686.4
P04920	ENSG00000164889.15
P48751	ENSG00000114923.17
Q96Q91	ENSG00000113073.15
P02730	ENSG00000004939.16
Q9P2W7	ENSG00000109956.13
Q9NPZ5	ENSG00000112309.11
O94766	ENSG00000149541.10
O75752	ENSG00000169255.15
Q8NCR0	ENSG00000162885.14
Q8NCR0	ENSG00000282880.5
Q6Y288	ENSG00000187676.8
Q9NY97	ENSG00000170340.11
Q9Y2A9	ENSG00000179913.11
Q9C0J1	ENSG00000176383.9
Q9BYG0	ENSG00000176597.12
Q6ZMB0	ENSG00000198488.10
Q8NFL0	ENSG00000156966.8
Q7Z7M8	ENSG00000177191.3
Q6UX72	ENSG00000237172.4
Q9Y5Z6	ENSG00000172318.6
O43825	ENSG00000162630.6
O96024	ENSG00000206285.6
O96024	ENSG00000226936.4
O96024	ENSG00000235155.4
O96024	ENSG00000236802.4
O96024	ENSG00000235863.4
Q9Y2C3	ENSG00000183778.19
Q96L58	ENSG00000176022.7
A8MXE2	ENSG00000214654.9
O43505	ENSG00000174684.7
Q00973	ENSG00000135454.14
Q8NHY0	ENSG00000167080.9
Q6L9W6	ENSG00000139044.12
Q76KP1	ENSG00000182272.12
P15291	ENSG00000086062.14
O60909	ENSG00000117411.18
O60512	ENSG00000158850.15
O60513	ENSG00000121578.13
O43286	ENSG00000158470.5
Q9UBX8	ENSG00000118276.12
Q9UBV7	ENSG00000027847.14
Q9UPM9	ENSG00000108641.20
Q9BPU9	ENSG00000123810.9
Q8WXS3	ENSG00000164929.17
Q14032	ENSG00000136881.12
Q14032	ENSG00000276559.2
Q9NWV8	ENSG00000105393.16
Q9NXR7	ENSG00000158019.21
Q8WZ19	ENSG00000174943.11
Q13829	ENSG00000109079.10
Q9H3F6	ENSG00000110906.13
P56817	ENSG00000186318.18
Q9Y5Z0	ENSG00000182240.16
O14867	ENSG00000156273.16
Q9BYV9	ENSG00000112182.16
O00154	ENSG00000097021.21
Q92934	ENSG00000002330.14
Q9H503	ENSG00000125888.15
O75531	ENSG00000175334.8
Q99933	ENSG00000107262.26
O95816	ENSG00000112208.11
O95817	ENSG00000151929.10
O95429	ENSG00000156735.11
Q9UL15	ENSG00000166170.12
P46379	ENSG00000204463.14
P46379	ENSG00000096155.15
P46379	ENSG00000229524.10
P46379	ENSG00000233348.10
P46379	ENSG00000227761.10
P46379	ENSG00000228760.10
P46379	ENSG00000234651.10
Q9P281	ENSG00000266074.11
Q8TBE0	ENSG00000140320.12
Q9UQB8	ENSG00000175866.16
O94812	ENSG00000007516.15
Q6ZNE5	ENSG00000126775.9
Q16611	ENSG00000030110.14
Q13145	ENSG00000095739.11
Q8NDB2	ENSG00000153064.12
Q8N9N5	ENSG00000172530.22
Q8IXM2	ENSG00000258315.5
Q92560	ENSG00000163930.10
Q9UHQ4	ENSG00000075790.12
Q9UHQ4	ENSG00000283852.4
P51572	ENSG00000185825.17
Q99728	ENSG00000138376.11
Q9BZE3	ENSG00000125492.11
Q9NY43	ENSG00000143032.8
Q9HBU1	ENSG00000131668.14
Q9UMQ3	ENSG00000043039.7
P35613	ENSG00000172270.22
P80723	ENSG00000176788.9
P82251	ENSG00000021488.13
Q8N1L9	ENSG00000168062.10
Q9NR55	ENSG00000123685.9
Q16520	ENSG00000156127.8
Q07812	ENSG00000087088.21
Q9NRL2	ENSG00000198604.11
Q9UIG0	ENSG00000009954.11
Q9UIF9	ENSG00000076108.12
Q9UIF8	ENSG00000123636.20
Q96PG8	ENSG00000105327.18
Q9BXH1	ENSG00000105327.18
A8MTZ0	ENSG00000214413.9
Q9BUW7	ENSG00000171159.5
Q8ND07	ENSG00000119636.16
Q8TAM1	ENSG00000179941.9
Q6ZW61	ENSG00000181004.10
Q8NFJ9	ENSG00000174483.20
Q9BXC9	ENSG00000125124.14
Q96RK4	ENSG00000140463.15
Q8N3I7	ENSG00000163093.12
Q8IWZ6	ENSG00000138686.10
Q8WY36	ENSG00000114439.19
Q9H165	ENSG00000119866.22
Q9C0K0	ENSG00000127152.18
P50895	ENSG00000187244.12
Q6ZUJ8	ENSG00000155629.15
P56945	ENSG00000050820.17
O75815	ENSG00000137936.18
O75363	ENSG00000064787.14
Q9H6U6	ENSG00000141376.24
Q8TDM0	ENSG00000124243.19
P54687	ENSG00000060982.15
O15382	ENSG00000105552.15
Q9P287	ENSG00000107949.17
Q9NWK9	ENSG00000117174.11
Q9HAY6	ENSG00000135697.10
Q9BYV7	ENSG00000197580.13
O14874	ENSG00000103507.14
O95999	ENSG00000142867.14
P10415	ENSG00000171791.14
P20749	ENSG00000069399.15
Q8N143	ENSG00000161940.11
P41182	ENSG00000113916.18
Q4VC05	ENSG00000110987.9
Q9BQE9	ENSG00000106635.8
Q8WUZ0	ENSG00000099385.12
Q86UU0	ENSG00000186174.13
O00512	ENSG00000116128.12
A2AJT9	ENSG00000173681.17
Q9NYF8	ENSG00000029363.17
Q5H9F3	ENSG00000085185.16
Q6W2J9	ENSG00000183337.18
P11274	ENSG00000186716.21
Q9Y276	ENSG00000074582.15
Q8NFC6	ENSG00000038219.13
Q8IYS8	ENSG00000228075.5
Q02338	ENSG00000161267.12
Q02338	ENSG00000275544.4
P23560	ENSG00000176697.20
A6H8Y1	ENSG00000145734.20
A6H8Y1	ENSG00000273873.4
Q3B7T3	ENSG00000166546.15
Q14457	ENSG00000126581.13
A8MW95	ENSG00000196289.7
Q9BUH8	ENSG00000183092.18
Q8NDZ0	ENSG00000177324.14
Q5T5X7	ENSG00000178409.14
Q6ZU67	ENSG00000188848.17
Q7L4P6	ENSG00000162373.13
Q5SZJ8	ENSG00000151917.18
Q8N7W2	ENSG00000165626.19
O76090	ENSG00000167995.17
Q8NFU1	ENSG00000039987.7
Q8N1M1	ENSG00000127325.19
Q8NFU0	ENSG00000142959.6
Q9NYM9	ENSG00000177951.18
O15155	ENSG00000105829.13
Q9HBH7	ENSG00000133169.6
Q9BXY8	ENSG00000133134.12
Q00994	ENSG00000166681.14
Q9NWD9	ENSG00000102409.10
Q5H9J7	ENSG00000184515.11
Q5H9J7	ENSG00000291824.1
Q9NZS9	ENSG00000103429.11
Q9NZS9	ENSG00000275618.2
Q12934	ENSG00000125864.14
Q13515	ENSG00000170819.5
P16278	ENSG00000170266.16
Q15582	ENSG00000120708.17
P08236	ENSG00000169919.17
Q7RTU4	ENSG00000205899.4
Q7RTS1	ENSG00000180535.4
Q8NFJ8	ENSG00000180828.3
